"tenure","monthlycharges","totalcharges","gender.Male","seniorcitizen.1","partner.Yes","dependents.Yes","phoneservice.Yes","multiplelines.No phone service","multiplelines.Yes","internetservice.Fiber optic","internetservice.No","onlinesecurity.No internet service","onlinesecurity.Yes","onlinebackup.No internet service","onlinebackup.Yes","deviceprotection.No internet service","deviceprotection.Yes","techsupport.No internet service","techsupport.Yes","streamingtv.No internet service","streamingtv.Yes","streamingmovies.No internet service","streamingmovies.Yes","contract.One year","contract.Two year","paperlessbilling.Yes","paymentmethod.Credit card (automatic)","paymentmethod.Electronic check","paymentmethod.Mailed check","churn"
1.59580692550415,1.40217763422535,2.27910481170381,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,"No"
-0.896272503676088,-0.312483632993023,-0.759864319544793,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,"Yes"
-0.446881131200964,0.847825981813972,-0.168134610312411,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,"No"
-1.26395635388301,-0.830211452512357,-0.976550325240994,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,"Yes"
-1.26395635388301,-1.47945212650766,-0.985196482619909,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,"Yes"
0.697024180553898,-0.165988301424852,0.32287845027276,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"No"
-0.0791972809940439,-0.309154193639201,-0.31547399990285,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"No"
0.615316658285693,1.15746384171942,1.11160752993858,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,"Yes"
-1.26395635388301,-1.14484347144854,-0.980740386124622,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Yes"
1.63666068663825,0.854484860521616,1.83003669922353,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,"No"
-0.610296175737372,0.00381310562007436,-0.509458300070822,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,"Yes"
1.59580692550415,1.05758066110476,2.00628529194757,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,"No"
-1.22310259274891,1.02928042659728,-0.913588563815047,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,"No"
-0.201758564396351,0.0520899762504946,-0.163013424787977,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,"No"
1.63666068663825,1.17577575816545,2.22121989653369,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,"No"
0.574462897151591,0.340086480356104,0.579159422837532,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,"No"
0.0842177635423648,1.39052459648697,0.579580645889326,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,"Yes"
-0.855418742541986,1.10752225141209,-0.504004570031814,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,"Yes"
-0.896272503676088,-0.500596956483971,-0.783208944467864,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"No"
1.26897683643133,0.508223167724119,1.16140052858741,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,"No"
-0.773711220273781,0.386698631309614,-0.558963093473689,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,"No"
0.697024180553898,0.663042097676846,0.738071361535135,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"No"
1.51409940323594,-0.014498810825947,0.892105980685657,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,"No"
0.451901613749285,0.854484860521616,0.707942828514761,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,"No"
-0.692003698005577,1.14914024333487,-0.361675517794285,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,"Yes"
-0.283466086664555,0.163626194603534,-0.21701865395474,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,"No"
-0.977980025944292,0.534858682554696,-0.713330257138785,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"Yes"
-0.56944241460327,1.02761570692036,-0.21706299322335,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,"Yes"
1.26897683643133,1.16745215978089,1.80420907525831,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,"No"
1.39153811983363,1.46044282291723,2.14347098902636,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,"No"
0.0842177635423648,-1.3196390375242,-0.597604766067149,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,"No"
1.63666068663825,1.42881314905592,2.48814229356482,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,"No"
1.14641555302902,0.842831822783239,1.42266966887079,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"No"
1.63666068663825,-0.748640188343716,0.319198290978145,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"No"
-0.56944241460327,-0.3391191478236,-0.569759705380181,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,"No"
-0.93712626481019,0.992656593705232,-0.614032465087088,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"Yes"
-0.0383435198599417,0.486581811924276,0.113109370479691,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,"No"
-0.896272503676088,0.508223167724119,-0.600686345235531,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,"No"
-1.26395635388301,-0.517244153253081,-0.972382433991671,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"No"
1.30983059756543,1.56532016256263,2.15351383336649,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,"No"
1.22812307529723,-1.34294511300096,-0.362473624629262,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,"No"
-1.1822488316148,-0.0028457730875699,-0.915472982730964,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,"No"
0.983000508492613,1.52869632967059,1.72807855105524,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,"No"
0.574462897151591,-0.297501155900824,0.198085578770415,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,"No"
-0.977980025944292,-0.330795549439045,-0.780304722373921,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"No"
-0.0791972809940439,0.338421760679193,-0.0579958670856126,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,"No"
0.533609136017489,-1.28800936366289,-0.454699303337692,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,"No"
-1.26395635388301,0.491575970955009,-0.958947635602895,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,"Yes"
-1.01883378707839,0.351739518094482,-0.773809019522582,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"Yes"
0.411047852615182,1.30562389296451,0.924651003845267,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,"No"
-0.93712626481019,1.15579912204251,-0.586763814892047,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,"No"
0.125071524676467,-0.0810875979023888,-0.0118165188284829,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,"No"
0.656170419419795,-1.46280492973855,-0.525464776038968,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,"No"
0.574462897151591,-1.48611100521531,-0.583061485963127,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,"No"
-0.120051042128146,-1.02664837438786,-0.546636776800158,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"No"
-0.0791972809940439,0.581470833508205,0.145477036564861,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"No"
-1.26395635388301,0.336757041002282,-0.961009411593251,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"No"
1.39153811983363,0.646394900907736,1.53952581129198,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,"No"
1.59580692550415,0.0753960517272488,1.11140800322984,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,"No"
-1.1005413093466,-1.44948717232326,-0.943650587932506,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,"Yes"
0.819585463956204,-1.45115189200017,-0.503206463196837,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,"No"
-1.26395635388301,-1.47778740683075,-0.985174312985605,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,"No"
-1.26395635388301,-1.50275820198442,-0.985506857500178,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,"No"
0.247632808078774,1.01263322982816,0.60456582375096,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,"No"
1.47324564210184,1.51204913290148,2.38090777243196,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,"Yes"
-1.1005413093466,-1.34128039332405,-0.949702898097747,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"No"
1.63666068663825,1.31727693070289,2.24398811096483,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,"No"
0.00251024127416045,-1.14650819112545,-0.582817619985773,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"No"
0.942146747358511,1.07089841852005,1.32875909795519,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,"Yes"
0.451901613749285,0.901097011475125,0.759088174856191,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,"No"
0.206779046944671,0.39668694937108,0.277585887387827,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"Yes"
-0.896272503676088,1.18742879590382,-0.522072821990317,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,"Yes"
-0.201758564396351,0.686348173153601,-0.0401271418358544,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,"No"
-1.1822488316148,0.326768722940816,-0.892350054150942,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"Yes"
-1.01883378707839,-0.462308403915017,-0.838788217670277,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"No"
-1.1413950704807,-1.45614605103091,-0.96624144528921,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,"No"
0.0433640024082626,0.811202148921929,0.348307020820493,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,"No"
-0.201758564396351,0.448293259355322,-0.0472657640820357,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"Yes"
1.63666068663825,-1.36625118847771,-0.229744024045759,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,"No"
-1.26395635388301,-1.49276988392295,-0.985373839694349,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,"No"
1.59580692550415,-0.270865641070247,0.77294419629676,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,"No"
-0.283466086664555,-0.199282694963073,-0.327866825479295,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,"Yes"
1.43239188096774,-0.46730256294575,0.451373650704025,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"No"
-1.26395635388301,-0.970047905372884,-0.978412574522607,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"Yes"
0.451901613749285,-1.29466824237054,-0.467291655622881,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,"No"
-0.365173608932759,0.346745359063749,-0.205556953019101,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"No"
-1.26395635388301,0.195255868464844,-0.962893830509169,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"Yes"
1.63666068663825,0.78123719473753,1.85495536818225,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,"No"
-0.977980025944292,0.218561943941599,-0.744212557725526,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,"Yes"
1.18726931416312,1.2140643107344,1.65347773161922,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,"No"
1.30983059756543,0.656383218969202,1.35099524116301,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"No"
-1.1822488316148,-1.49776404295368,-0.966928703952663,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,"No"
-1.26395635388301,-0.630445091283032,-0.973889969124405,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"Yes"
-0.0791972809940439,-0.0028457730875699,-0.138405130709525,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,"No"
-0.692003698005577,0.163626194603534,-0.519079921359154,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,"No"
-1.01883378707839,1.01263322982816,-0.703486939507404,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"Yes"
1.55495316437004,1.45045450485577,2.52221702149147,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,"No"
1.22812307529723,0.716313127337999,1.31827286092896,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"No"
-1.0596875482125,-1.49443460359986,-0.94380577537264,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,"No"
-0.732857459139679,0.543182280939251,-0.482987756710758,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"No"
-0.406027370066861,0.651389059938469,-0.186291540808133,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"No"
-0.406027370066861,-1.47945212650766,-0.807950256352145,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,"No"
-0.651149936871475,-0.0111693714721251,-0.540096734680209,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,"No"
-0.896272503676088,-1.29466824237054,-0.882573245422476,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,"No"
-0.773711220273781,-0.285848118162447,-0.655134967088393,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"No"
-0.487734892335066,0.593123871246583,-0.288094501536285,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Yes"
-1.22310259274891,0.170285073311178,-0.934184154084309,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"No"
-0.855418742541986,-1.46446964941546,-0.890421295966415,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,"No"
0.451901613749285,0.654718499292291,0.575146719028343,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,"No"
-0.732857459139679,0.578141394154383,-0.470151538448215,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,"No"
0.860439225090306,1.00763907079743,1.22292126378354,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,"Yes"
0.00251024127416045,-1.46613436909237,-0.703908162559198,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,"No"
0.0842177635423648,-1.32796263590876,-0.648195871550956,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,"No"
-1.01883378707839,0.395022229694169,-0.770838288525724,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
1.18726931416312,-1.46613436909237,-0.439003202249815,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,"No"
-1.26395635388301,-1.1531670698331,-0.980851234296147,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
-1.26395635388301,-0.642098129021409,-0.974045156564539,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"No"
0.0433640024082626,0.338421760679193,0.0936444315599793,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,"No"
-0.773711220273781,0.488246531601187,-0.5012333657437,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"Yes"
-0.487734892335066,-0.425684571022974,-0.540163243583124,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"No"
-1.1822488316148,-1.1381845927409,-0.95770613608182,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"No"
-0.773711220273781,-1.49609932327677,-0.885588315687944,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,"No"
0.451901613749285,0.243532739095264,0.412909335185004,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,"No"
1.51409940323594,-1.49276988392295,-0.384288544785294,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,"No"
1.63666068663825,1.50206081484001,2.61034131785349,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,"No"
-0.487734892335066,1.06423953981241,-0.150953143726105,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,"No"
-0.324319847798657,-1.34793927203169,-0.733681981430693,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,"No"
1.63666068663825,1.58696151836247,2.57147794891698,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,"No"
-1.26395635388301,-1.45947549038473,-0.98493044700825,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,"No"
-0.201758564396351,1.24236454524189,0.194671455087459,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,"No"
-0.732857459139679,0.514882046431763,-0.500945160497736,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,"No"
1.59580692550415,1.36388908165639,2.28941369165559,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,"No"
-1.26395635388301,0.509887887401031,-0.958703769625541,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Yes"
-0.528588653469168,1.39884819487153,-0.136409863622083,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,"Yes"
1.30983059756543,1.26067646168791,1.95624842732139,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,"No"
-1.26395635388301,-1.30965071946274,-0.982935179920808,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"No"
1.18726931416312,-1.49276988392295,-0.495668787533168,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,"No"
-0.120051042128146,-1.4844462855384,-0.754676625117444,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,"No"
-0.365173608932759,0.739619202814754,-0.118053406417617,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"No"
1.02385426962672,-0.19428853593234,0.530009343583544,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,"No"
1.63666068663825,-0.64376284869832,0.398033510566409,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,"No"
1.39153811983363,-0.265871482039514,0.685972720918594,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,"No"
1.35068435869953,0.65305377961538,1.36671351188519,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,"No"
-1.1413950704807,0.185267550403378,-0.875146417930331,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"Yes"
1.59580692550415,-1.32629791623185,-0.179662820150965,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,"No"
-0.814564981407883,-1.50608764133824,-0.896872659549144,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,"No"
-0.324319847798657,-0.465637843268839,-0.422708521035705,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,"No"
